Plate;Infraction ID;Fine Amount;Issuing Agency;Issue Date;County Name
49918NB;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-12-19;Queens
50210JX;64;95.0;TRAFFIC;2017-11-09;New York City
KEX3439;38;35.0;TRAFFIC;2021-10-07;Queens
KVJ5016;21;65.0;TRAFFIC;2021-12-23;Kings
64901JS;47;115.0;TRAFFIC;2019-07-25;New York City
4FMP78;21;65.0;TRAFFIC;2023-11-30;New York City
10BG96;40;115.0;TRAFFIC;2021-10-27;New York City
619169T;40;115.0;TRAFFIC;2023-05-11;New York City
HWS9912;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-17;Bronx
BZY7152;17;95.0;TRAFFIC;2021-06-23;Kings
JGS1478;7;50.0;DEPARTMENT OF TRANSPORTATION;2020-08-17;Richmond
AM08070;37;65.0;TRAFFIC;2022-06-08;New York City
HPM1817;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-29;Queens
LGC8576;37;35.0;TRAFFIC;2020-08-27;Bronx
KSH3793;71;65.0;TRAFFIC;2023-01-06;Kings
GNG1490;71;65.0;TRAFFIC;2018-10-02;Richmond
HZL9563;40;115.0;TRAFFIC;2020-01-17;Queens
DTY6250;21;45.0;TRAFFIC;2017-02-21;Queens
2682439;84;65.0;TRAFFIC;2020-10-14;New York City
EXG3193;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-04-12;Queens
EKU9949;38;35.0;TRAFFIC;2018-02-28;Queens
GJM5572;37;35.0;TRAFFIC;2018-10-02;Queens
LJH5259;21;65.0;DEPARTMENT OF SANITATION;2023-06-01;New York City
KNB2589;21;65.0;TRAFFIC;2022-09-09;Bronx
DYS3918;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-15;Queens
KRA9837;21;65.0;TRAFFIC;2021-08-14;Queens
M18MHX;40;115.0;TRAFFIC;2021-10-11;New York City
KYD3870;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-20;Richmond
34913PC;19;115.0;TRAFFIC;2019-12-06;New York City
HIBISCUS;38;65.0;TRAFFIC;2018-01-25;New York City
DMM7437;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-06-10;Bronx
47963MG;38;65.0;TRAFFIC;2021-06-24;New York City
KZL6443;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-09;Queens
KJB6399;21;65.0;DEPARTMENT OF SANITATION;2022-05-05;New York City
JFG4322;5;50.0;DEPARTMENT OF TRANSPORTATION;2020-08-12;New York City
26231TC;19;115.0;TRAFFIC;2018-06-29;Kings
KDX7593;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-11-10;Queens
FRJ4676;40;115.0;TRAFFIC;2021-12-14;Kings
3054767;19;115.0;TRAFFIC;2021-04-22;Queens
32344MJ;46;115.0;TRAFFIC;2017-07-18;Bronx
C48NPR;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-01;Richmond
JFN7206;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-02-14;Kings
JBR9737;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-09-06;Kings
GZJ9316;70;65.0;TRAFFIC;2019-07-23;Bronx
HSA9977;74;65.0;TRAFFIC;2017-09-15;Queens
K37NKL;4;115.0;POLICE DEPARTMENT;2021-08-02;New York City
J38KYJ;38;65.0;TRAFFIC;2021-10-12;New York City
T796392C;21;65.0;TRAFFIC;2022-07-22;Kings
VRD5947;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-23;Kings
KNV9238;38;65.0;TRAFFIC;2023-05-16;New York City
HXX1615;70;65.0;TRAFFIC;2020-02-05;Bronx
T509019C;20;60.0;TRAFFIC;2017-01-22;Bronx
KBU2885;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-16;Queens
KVF5049;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-25;Kings
508806;21;65.0;TRAFFIC;2023-02-03;Kings
T13KDF;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-04;Bronx
52966MD;14;115.0;TRAFFIC;2021-10-26;New York City
GRP8877;38;35.0;TRAFFIC;2022-05-10;New York City
KMX8314;21;65.0;TRAFFIC;2023-07-17;Queens
JPL2846;20;65.0;TRAFFIC;2023-02-16;New York City
KNC2414;38;35.0;TRAFFIC;2022-06-27;Kings
JGG1283;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-11;Bronx
581958;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-01;Kings
80671MN;20;60.0;TRAFFIC;2020-10-06;Queens
HKZ1859;20;60.0;TRAFFIC;2017-11-06;Bronx
63320ME;20;65.0;TRAFFIC;2019-01-10;New York City
KYT3837;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-07;Kings
KDY8807;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-14;Queens
JKJ9793;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-10-28;Queens
KLB8760;14;115.0;TRAFFIC;2021-08-26;Bronx
EFC2746;7;50.0;DEPARTMENT OF TRANSPORTATION;2018-04-04;Kings
21136BB;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-11-07;Queens
HYD5167;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-30;Bronx
KUW6410;21;65.0;TRAFFIC;2022-11-29;Kings
HHV6514;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-08;Queens
KEJ2268;38;65.0;TRAFFIC;2020-10-17;New York City
FHZ2967;38;35.0;TRAFFIC;2011-11-05;Queens
HSL2569;40;115.0;TRAFFIC;2017-08-05;Queens
FMS3125;51;115.0;TRAFFIC;2018-05-05;Queens
7FDW320;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-26;Richmond
T731847C;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-05-02;Kings
JJM4478;21;65.0;TRAFFIC;2023-05-11;Queens
T695171C;5;115.0;DEPARTMENT OF TRANSPORTATION;2016-07-25;New York City
80286MM;50;115.0;TRAFFIC;2021-10-11;New York City
JJT3337;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-01-10;Queens
74BG30;17;95.0;TRAFFIC;2021-06-25;Kings
LDJT29;31;115.0;TRAFFIC;2020-11-27;New York City
Y203094C;5;100.0;DEPARTMENT OF TRANSPORTATION;2023-05-06;New York City
KFX6590;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-03;Bronx
JRF9585;37;35.0;TRAFFIC;2020-08-29;Queens
81899ML;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-10-04;Kings
KPU1061;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-08;Kings
KLD6444;21;65.0;TRAFFIC;2023-04-25;New York City
JGM9723;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-04;Queens
Y31GCM;7;50.0;DEPARTMENT OF TRANSPORTATION;2019-12-07;Richmond
JGM5206;38;35.0;TRAFFIC;2023-09-30;Kings
GJD7356;71;65.0;TRAFFIC;2019-05-28;Kings
GXD1379;38;35.0;TRAFFIC;2017-01-31;Queens
53675MK;21;65.0;TRAFFIC;2018-05-23;New York City
88417MG;47;115.0;TRAFFIC;2017-08-24;New York City
DWF5893;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-07;Richmond
FTY4281;20;60.0;TRAFFIC;2017-07-01;Queens
8203PK;24;60.0;TRAFFIC;2018-01-16;New York City
K53JGW;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-01-21;New York City
FRW3535;21;45.0;TRAFFIC;2016-06-23;Queens
84531MJ;42;65.0;TRAFFIC;2020-02-03;New York City
HJK2833;61;45.0;TRAFFIC;2018-01-28;Bronx
GYV8662;71;65.0;TRAFFIC;2016-06-04;Queens
EYB5094;19;115.0;TRAFFIC;2021-09-07;New York City
KGM4283;31;115.0;TRAFFIC;2021-10-14;New York City
2XG926;46;115.0;TRAFFIC;2020-10-06;New York City
VHS962;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-08-03;Queens
HUH6161;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-05-18;Queens
GTB4705;5;100.0;DEPARTMENT OF TRANSPORTATION;2021-04-29;New York City
GYC5766;98;95.0;POLICE DEPARTMENT;2016-05-15;Kings
27264MH;16;95.0;TRAFFIC;2019-01-08;Kings
HXV1396;21;45.0;TRAFFIC;2019-12-26;Kings
CNC9567;21;45.0;TRAFFIC;2016-09-06;Kings
JKL8907;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-06;Kings
KFD8561;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-24;Kings
SMG9281;40;115.0;TRAFFIC;2023-10-16;Queens
LXK3511;98;95.0;POLICE DEPARTMENT;2023-08-20;Queens
HWM4094;37;35.0;TRAFFIC;2018-05-29;New York City
47268MK;14;115.0;TRAFFIC;2023-09-27;New York City
KXC1997;5;100.0;DEPARTMENT OF TRANSPORTATION;2022-09-24;New York City
WLP1862;38;35.0;TRAFFIC;2023-07-27;Queens
HPE5753;21;65.0;TRAFFIC;2021-10-07;Bronx
KAE1412;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-11;Bronx
GDLUVSME;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-30;Richmond
HYX9439;53;115.0;TRAFFIC;2019-06-28;New York City
HKG7474;21;45.0;TRAFFIC;2017-12-29;Kings
HZZ9731;20;65.0;TRAFFIC;2023-01-17;New York City
KMN8211;71;65.0;TRAFFIC;2023-03-09;Kings
HPC4301;21;45.0;TRAFFIC;2018-01-26;Kings
ESM4295;71;65.0;TRAFFIC;2016-08-05;Queens
HKJ7285;14;115.0;TRAFFIC;2022-05-12;New York City
AH40400;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-22;Richmond
C21CPH;31;115.0;TRAFFIC;2016-11-07;New York City
HUY5161;38;65.0;TRAFFIC;2020-01-15;New York City
T717220C;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-16;Kings
43391MN;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-25;Queens
97724MK;38;35.0;TRAFFIC;2018-09-22;Queens
KPV2450;46;115.0;POLICE DEPARTMENT;2022-01-31;New York City
GRE7054;21;65.0;TRAFFIC;2020-02-21;Queens
MEW485;5;115.0;DEPARTMENT OF TRANSPORTATION;2018-11-21;Kings
LEC4357;71;65.0;TRAFFIC;2023-12-12;Kings
JBZ6254;21;45.0;TRAFFIC;2019-02-19;Queens
DYA5413;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-01-12;Queens
12146MJ;5;115.0;DEPARTMENT OF TRANSPORTATION;2019-06-17;New York City
KHA8641;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-06-24;Kings
JNF5217;21;65.0;TRAFFIC;2021-03-04;Bronx
T665265C;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-05-18;Queens
HGF1977;38;35.0;TRAFFIC;2018-03-20;Queens
DYA2185;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-16;New York City
NCB253;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-03-08;Queens
KTT3689;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-03-08;Queens
EJN2441;20;60.0;TRAFFIC;2020-08-01;Queens
KGK9994;50;115.0;TRAFFIC;2021-08-26;Queens
YARY000;53;115.0;TRAFFIC;2021-06-23;Kings
KTF8079;14;115.0;TRAFFIC;2022-05-15;New York City
HHN6228;38;35.0;TRAFFIC;2021-03-29;Kings
KLV3974;98;95.0;POLICE DEPARTMENT;2021-12-11;Bronx
JCL8769;71;65.0;TRAFFIC;2020-12-03;Kings
AN356U;14;115.0;TRAFFIC;2019-01-30;New York City
GEF5264;9;115.0;TRAFFIC;2017-08-08;Queens
HNY1751;46;115.0;TRAFFIC;2020-02-04;Bronx
BDN1411;20;60.0;TRAFFIC;2018-11-15;Kings
KMN6234;71;65.0;TRAFFIC;2022-12-10;Queens
T736521C;37;35.0;TRAFFIC;2019-02-11;Queens
KGA4636;40;115.0;TRAFFIC;2022-08-31;New York City
2DM1050;37;35.0;TRAFFIC;2019-05-15;Kings
HYS3683;21;45.0;TRAFFIC;2019-12-05;Queens
HMZ3529;38;35.0;TRAFFIC;2018-02-09;Kings
KGC2056;19;115.0;POLICE DEPARTMENT;2022-05-09;Queens
JPJ9106;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-20;Queens
PDAG27;40;115.0;TRAFFIC;2023-06-11;New York City
8AEXT9;17;95.0;TRAFFIC;2016-05-28;New York City
XJ584;21;65.0;TRAFFIC;2020-02-21;Kings
56204MG;19;115.0;TRAFFIC;2017-08-15;Queens
HLN8387;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-03-28;Queens
GCM5131;20;60.0;TRAFFIC;2017-03-20;Kings
KHP7180;20;60.0;TRAFFIC;2021-05-25;Bronx
JFX7228;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-25;Kings
HWW6028;31;115.0;TRAFFIC;2022-08-09;New York City
78415NB;70;65.0;TRAFFIC;2022-06-10;New York City
KRZ4823;38;35.0;TRAFFIC;2023-08-02;Richmond
GEB5062;20;60.0;TRAFFIC;2016-06-02;Queens
59590MN;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-13;Kings
JAU1078;46;115.0;TRAFFIC;2019-01-29;New York City
M67LPJ;20;65.0;TRAFFIC;2020-06-09;New York City
LAS8899;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-04;Queens
HMF2348;38;35.0;TRAFFIC;2019-06-15;Queens
4B56A;23;65.0;TRAFFIC;2016-04-25;New York City
22731MM;46;115.0;TRAFFIC;2018-09-26;New York City
16561ME;38;35.0;TRAFFIC;2016-06-15;Queens
HRV6428;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-10-09;Bronx
512643F;40;115.0;TRAFFIC;2018-06-05;Bronx
KNG4926;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-12;Bronx
FV433B;7;50.0;DEPARTMENT OF TRANSPORTATION;2016-08-02;New York City
JNK5056;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-07-31;Queens
35025ME;10;115.0;TRAFFIC;2017-12-21;New York City
KTN6827;71;65.0;TRAFFIC;2023-03-13;New York City
29212ML;10;115.0;TRAFFIC;2020-11-13;New York City
95244NA;46;115.0;TRAFFIC;2023-04-07;New York City
KTJ8163;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-09;Queens
KYB2444;71;65.0;TRAFFIC;2023-08-10;Kings
BUGS4NY;40;115.0;TRAFFIC;2018-12-19;Kings
LCT7850;40;115.0;TRAFFIC;2020-02-19;Kings
HU99772;66;65.0;TRAFFIC;2020-02-21;New York City
JKK8474;14;115.0;POLICE DEPARTMENT;2019-12-11;New York City
KHB9558;71;65.0;TRAFFIC;2021-05-17;Kings
KFZ1599;71;65.0;TRAFFIC;2021-12-17;Kings
FPC5674;38;35.0;TRAFFIC;2017-05-01;Queens
T632714C;38;35.0;TRAFFIC;2017-04-15;Queens
EYD6354;74;65.0;TRAFFIC;2021-04-07;Kings
96564MJ;47;115.0;TRAFFIC;2022-08-17;New York City
KLW7957;71;65.0;TRAFFIC;2022-05-07;Bronx
T90DMM;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-10-11;Bronx
KDK9851;31;115.0;TRAFFIC;2023-04-10;New York City
3WSH43;13;115.0;TRAFFIC;2023-09-09;New York City
KJC2066;37;35.0;TRAFFIC;2021-09-18;Queens
26133JR;38;65.0;TRAFFIC;2017-11-27;New York City
LEP8013;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-12-07;Kings
ALSTR105;40;115.0;TRAFFIC;2018-03-16;Bronx
FZC3820;37;35.0;TRAFFIC;2020-01-30;Queens
FZM4009;38;35.0;TRAFFIC;2017-08-05;Queens
KYF5406;17;95.0;TRAFFIC;2020-10-06;New York City
2221583;14;115.0;TRAFFIC;2017-10-13;New York City
P11MHM;5;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-26;New York City
3BG8978;31;115.0;TRAFFIC;2018-06-18;New York City
HLB2900;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-28;Kings
KXM6359;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-10-01;Bronx
KLS2912;21;45.0;TRAFFIC;2017-07-17;Queens
HHS1709;68;60.0;TRAFFIC;2020-12-11;Kings
KXM3063;19;115.0;TRAFFIC;2023-06-05;New York City
AME1726;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-01;New York City
T747429C;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-10-08;Kings
M82CDW;21;65.0;TRAFFIC;2021-11-30;Kings
JHW1393;14;115.0;TRAFFIC;2020-02-08;Queens
KZW4414;5;100.0;DEPARTMENT OF TRANSPORTATION;2023-11-25;Queens
LYV6029;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-11;Kings
HLX5675;20;60.0;TRAFFIC;2017-12-07;Kings
GYC8282;71;65.0;TRAFFIC;2021-06-04;Queens
83480MH;42;65.0;TRAFFIC;2016-09-28;New York City
GBM2573;37;35.0;TRAFFIC;2018-01-08;Queens
T674082C;7;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-06;Kings
BB67503;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-08-16;Bronx
GJZ1187;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-10;Kings
GNL3418;38;35.0;TRAFFIC;2017-05-19;Queens
LAA1292;74;65.0;TRAFFIC;2023-01-27;Bronx
JLR7119;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-24;Queens
GLN9063;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-03;Queens
KKE7711;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-07-26;Queens
XFLN22;14;115.0;TRAFFIC;2018-12-27;New York City
FMT5248;71;65.0;TRAFFIC;2017-05-12;Queens
AR35307;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-09;Bronx
BMA6015;14;115.0;TRAFFIC;2018-09-21;Kings
95390MD;20;65.0;TRAFFIC;2023-10-19;New York City
39325MH;42;65.0;TRAFFIC;2017-01-26;New York City
LFW6671;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-05;Bronx
JFY3829;70;65.0;TRAFFIC;2021-02-16;Kings
GSW8675;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-09;Queens
XAAU88;14;115.0;TRAFFIC;2023-05-31;New York City
HEE6210;37;35.0;TRAFFIC;2019-01-21;Kings
ECV8999;46;115.0;TRAFFIC;2019-08-20;Bronx
KPX5496;38;35.0;TRAFFIC;2022-02-09;Richmond
KZF6620;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-04-30;Bronx
JANS1212;14;115.0;TRAFFIC;2021-09-27;New York City
FGP8650;38;35.0;TRAFFIC;2017-02-23;Kings
KLV8063;21;65.0;TRAFFIC;2022-01-21;New York City
JKJY90;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-05-11;Kings
HSW1521;14;115.0;TRAFFIC;2019-01-29;Bronx
KVW6611;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-26;Kings
EMC8525;38;65.0;TRAFFIC;2016-11-19;New York City
FFS8870;21;45.0;TRAFFIC;2016-09-09;New York City
HMM8844;38;35.0;TRAFFIC;2020-09-21;Kings
KKR7309;50;115.0;TRAFFIC;2023-06-16;Kings
51628JV;38;35.0;TRAFFIC;2017-06-14;Bronx
KVV6024;21;65.0;TRAFFIC;2023-10-24;Bronx
GNY2045;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-08-20;Queens
HAX3953;21;45.0;TRAFFIC;2016-05-10;Queens
3460008;21;65.0;TRAFFIC;2023-10-12;Kings
72545MM;78;65.0;TRAFFIC;2019-12-20;Queens
T691872C;7;50.0;DEPARTMENT OF TRANSPORTATION;2022-09-08;Kings
L17PZK;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-15;Queens
R69MYM;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-18;Queens
KBE5170;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-11-06;Kings
KZD6758;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-12-28;Queens
JEA1051;40;115.0;TRAFFIC;2020-07-16;Kings
JLN4977;21;65.0;DEPARTMENT OF SANITATION;2020-08-08;Kings
KVN4833;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-25;Kings
LDKE22;36;50.0;DEPARTMENT OF TRANSPORTATION;2019-11-11;Kings
GRB8861;72;65.0;TRAFFIC;2017-05-17;Queens
T690559C;70;65.0;TRAFFIC;2017-11-02;Richmond
CZH2780;20;60.0;TRAFFIC;2020-09-02;New York City
83BKZR;40;115.0;TRAFFIC;2022-11-20;New York City
KXD3040;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-12-13;Bronx
JPD7040;19;115.0;TRAFFIC;2015-09-24;Kings
PEP621;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-11-13;Bronx
JFJ4564;71;65.0;TRAFFIC;2020-03-10;Richmond
FTL9823;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-02-26;Queens
AL33993;21;65.0;TRAFFIC;2023-03-31;Kings
GND8468;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-12-06;Queens
2704432;84;65.0;TRAFFIC;2017-12-29;New York City
76721MK;14;115.0;TRAFFIC;2019-08-21;New York City
M25DRF;38;35.0;TRAFFIC;2018-07-24;Queens
LBF3277;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-05-18;Bronx
3223121;19;115.0;TRAFFIC;2023-12-04;New York City
JHK1724;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-07-21;Kings
HVJ8288;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-19;Kings
T691028C;5;50.0;DEPARTMENT OF TRANSPORTATION;2022-02-05;New York City
87413NA;42;65.0;TRAFFIC;2022-07-19;New York City
KRU6346;50;115.0;TRAFFIC;2022-10-13;Kings
JBZ8591;31;115.0;TRAFFIC;2023-05-08;New York City
57757MJ;5;200.0;DEPARTMENT OF TRANSPORTATION;2023-02-27;New York City
KKV5766;38;35.0;TRAFFIC;2023-05-03;Kings
HHC8449;36;50.0;DEPARTMENT OF TRANSPORTATION;2017-11-28;Kings
FJB6636;71;65.0;TRAFFIC;2018-05-12;New York City
JCG4931;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-21;Kings
BKA3CRA;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-01-12;Bronx
HJJ4382;71;65.0;TRAFFIC;2018-09-01;Richmond
HSE5068;40;115.0;POLICE DEPARTMENT;2017-10-06;New York City
LAG5374;21;65.0;TRAFFIC;2023-11-16;Kings
XCVN42;46;115.0;TRAFFIC;2019-05-06;New York City
AP60718;7;50.0;DEPARTMENT OF TRANSPORTATION;2020-02-15;Kings
EFF4627;14;115.0;TRAFFIC;2017-08-11;Kings
KHM4016;21;65.0;TRAFFIC;2023-06-22;Kings
60145JX;5;250.0;DEPARTMENT OF TRANSPORTATION;2022-05-16;Kings
HJX6422;48;115.0;TRAFFIC;2020-02-12;Kings
AF83NB;14;115.0;TRAFFIC;2023-03-09;New York City
KKZ7297;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-06-13;Kings
GHM8366;21;45.0;TRAFFIC;2017-08-03;Bronx
JPK2833;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-03-05;Kings
XFWF10;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-02-28;Richmond
HCC2759;46;115.0;TRAFFIC;2016-06-09;Kings
KXZ2889;37;65.0;TRAFFIC;2023-09-16;New York City
KNR6753;5;250.0;DEPARTMENT OF TRANSPORTATION;2023-01-19;Kings
BAF3576;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-01;Queens
JDR9946;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-22;Richmond
FYT8021;36;50.0;DEPARTMENT OF TRANSPORTATION;2016-05-13;Kings
JMM7868;21;45.0;TRAFFIC;2016-05-28;New York City
JPB2561;98;95.0;POLICE DEPARTMENT;2021-09-12;Queens
GSR3071;70;65.0;TRAFFIC;2016-08-23;Queens
JMS6586;5;50.0;DEPARTMENT OF TRANSPORTATION;2023-12-08;Kings
LBE8452;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-09-22;Bronx
019FPD;16;55.0;POLICE DEPARTMENT;2002-05-21;New York City
KMX8191;40;115.0;POLICE DEPARTMENT;2022-03-04;Kings
52BPVS;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-11-27;Queens
Z19420;14;115.0;TRAFFIC;2018-09-04;Queens
FHG2889;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-03-27;Kings
HDW5584;20;60.0;POLICE DEPARTMENT;2021-07-27;Kings
U25LPL;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-01-29;Richmond
JFM6269;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-04-14;Kings
HCD7075;14;115.0;TRAFFIC;2020-01-30;New York City
GJS3183;50;115.0;TRAFFIC;2018-03-26;Richmond
HDW7948;71;65.0;TRAFFIC;2021-04-21;Kings
41382MC;38;65.0;TRAFFIC;2016-06-10;New York City
JDL7648;21;65.0;TRAFFIC;2021-07-09;New York City
HSS2886;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-08;Bronx
HXK3360;21;45.0;TRAFFIC;2018-05-22;Kings
T717838C;71;65.0;TRAFFIC;2017-07-13;Kings
21859PC;84;45.0;TRAFFIC;2019-08-31;Bronx
GVVR59;21;45.0;TRAFFIC;2018-03-12;Queens
GCJ9263;36;50.0;DEPARTMENT OF TRANSPORTATION;2018-11-29;Kings
T699622C;21;45.0;DEPARTMENT OF SANITATION;2019-11-23;Queens
AP79326;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-12-29;Bronx
GGD4767;36;50.0;DEPARTMENT OF TRANSPORTATION;2021-07-28;Kings
96669MJ;47;115.0;POLICE DEPARTMENT;2019-05-29;New York City
JCD8695;21;65.0;TRAFFIC;2022-06-28;Kings
JPK1969;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-10-06;Queens
KMG5495;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-08;Kings
15441ML;37;35.0;TRAFFIC;2019-02-19;Bronx
KLT7933;36;50.0;DEPARTMENT OF TRANSPORTATION;2022-04-29;Kings
XBPN45;38;65.0;TRAFFIC;2019-03-11;New York City
GZH8149;70;65.0;TRAFFIC;2017-10-16;Bronx
20736ME;20;65.0;TRAFFIC;2021-09-08;New York City
JNZ2751;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-05-13;Kings
HSB4646;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-12-15;Queens
HZS6925;21;45.0;TRAFFIC;2018-07-03;New York City
36893ME;21;45.0;TRAFFIC;2018-03-28;Bronx
HLD4996;21;45.0;TRAFFIC;2018-09-18;Queens
43293MH;5;115.0;DEPARTMENT OF TRANSPORTATION;2016-08-03;Bronx
OMAGUY;40;115.0;POLICE DEPARTMENT;2020-12-13;Kings
GJD4065;21;65.0;TRAFFIC;2022-07-22;Kings
JMS6505;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-10-19;Kings
69561MG;71;65.0;TRAFFIC;2019-07-01;New York City
XFGX64;19;115.0;TRAFFIC;2023-12-01;Queens
KLN6032;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-07-22;Queens
JME2941;14;115.0;TRAFFIC;2022-07-13;Queens
FGE4388;36;50.0;DEPARTMENT OF TRANSPORTATION;2023-07-06;Queens
H46FCD;7;50.0;DEPARTMENT OF TRANSPORTATION;2017-06-11;Queens
JKX1773;36;50.0;DEPARTMENT OF TRANSPORTATION;2020-07-02;Kings
GZV7266;21;65.0;TRAFFIC;2022-05-19;Kings
